"brand","model","product_id","temperature_c","estimated_psi","point_status","reference_psi","reference_temperature_c","model_id","curve_group_id","silicone","sku","ean","confidence","inside_published_operating_range"
"Powair","Premium Quality 203 PSI","powair-203","39","322.71","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","powair-203","yes","","","high",""
"Powair","Premium Quality 203 PSI","powair-203","40","330.12","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","powair-203","yes","","","high",""
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-15","35.97","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-14","37.23","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-13","38.52","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-12","39.85","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-11","41.2","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-10","42.6","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-9","44.02","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-8","45.49","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-7","46.99","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-6","48.52","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-5","50.09","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-4","51.7","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-3","53.35","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-2","55.04","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","-1","56.76","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","0","58.53","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","1","60.33","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","2","62.18","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","3","64.06","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","4","65.99","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","5","67.96","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","6","69.97","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","7","72.03","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","8","74.13","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","9","76.27","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","10","78.46","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","11","80.7","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","12","82.98","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","13","85.3","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","14","87.67","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","false"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","15","90.09","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","16","92.56","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","17","95.08","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","18","97.64","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","19","100.26","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","20","102.92","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","21","105.63","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","22","108.4","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","23","111.21","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","24","114.08","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","25","117","manufacturer_or_distributor_anchor","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","26","119.97","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","27","123","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","28","126.08","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","29","129.21","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","30","132.4","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","31","135.64","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","32","138.94","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","33","142.29","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","34","145.7","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","35","149.17","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","36","152.69","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","37","156.27","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","38","159.91","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","39","163.61","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Blue 117 PSI — sec","specna-vapor-blue-117","40","167.37","estimated_propane_ratio","117","25","anchor_scaled_propane_antoine_nist","specna-vapor-blue-117","no","","5902543209948","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-15","44.58","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-14","46.14","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-13","47.74","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-12","49.38","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-11","51.07","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-10","52.79","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-9","54.56","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-8","56.37","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-7","58.23","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-6","60.13","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-5","62.08","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-4","64.08","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-3","66.12","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-2","68.21","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","-1","70.35","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","0","72.53","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","1","74.77","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","2","77.06","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","3","79.39","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","4","81.78","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","5","84.23","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","6","86.72","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","7","89.27","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","8","91.87","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","9","94.53","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","false"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","10","97.24","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","11","100.01","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","12","102.83","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","13","105.72","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","14","108.66","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","15","111.66","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","16","114.71","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","17","117.83","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","18","121.01","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","19","124.25","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","20","127.55","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","21","130.91","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","22","134.34","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","23","137.83","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","24","141.38","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","25","145","manufacturer_or_distributor_anchor","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","26","148.68","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","27","152.43","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","28","156.25","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","29","160.13","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","30","164.08","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","31","168.1","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","32","172.19","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","33","176.34","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","34","180.57","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","35","184.87","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","36","189.23","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","37","193.67","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","38","198.18","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","39","202.77","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Green 145 PSI — sec","specna-vapor-green-145","40","207.42","estimated_propane_ratio","145","25","anchor_scaled_propane_antoine_nist","specna-vapor-green-145","no","","5902543209955","high","true"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-15","57.8","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-14","59.82","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-13","61.9","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-12","64.03","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-11","66.21","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-10","68.45","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-9","70.74","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-8","73.09","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-7","75.5","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-6","77.97","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-5","80.49","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-4","83.08","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-3","85.73","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-2","88.44","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","-1","91.21","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","0","94.04","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","1","96.94","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","2","99.91","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","3","102.94","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","4","106.04","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","false"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","5","109.2","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","true"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","6","112.44","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","true"
"Specna Arms","VAPOR Red 188 PSI — sec","specna-vapor-red-188","7","115.74","estimated_propane_ratio","188","25","anchor_scaled_propane_antoine_nist","specna-vapor-red-188","no","","5902543209962","high","true"
